OfficeName,Pincode
Nuaguda B.O,765025
Bankili B.O,765029
Bhoimada B.O,765029
G.Gulumunda B.O,765029
Gogupada B.O,765029
Gajigaon B.O,765002
J.D.Pentho B.O,765002
K.Gumma B.O,765002
Kumbhikota B.O,765002
Buduni B.O,765018
Derigam B.O,765024
G.Laxmipur B.O,765024
Naira B.O,765024
Durganagar B.O,799035
Bolangitak B.O,794109
Borjhora B.O,794109
Hatugaon B.O,794109
Meghlipara B.O,799035
Pandavpur B.O,799130
Pravapur B.O,799130
Ishanpur B.O,799212
Simna B.O,799212
Sonaram Bazar B.O,799212
Leter B.O,766036
Mahalinga B.O,766036
Palna B.O,766036
Moter B.O,766017
Ranmal B.O,766017
Ainlajore B.O,766015
Brahmanchhendia B.O,766015
Gadiajore B.O,766015
Ghumer B.O,766015
Rourahaldi B.O,766015
Chapria B.O,766016
Rajat Nagar B.O,757079
Ekdali B.O,757031
Pandra Rolasahi B.O,757031
Balidiha B.O,757049
Chandanpur B.O,757049
Palpala Ambadali B.O,757049
Rangamatia B.O,757049
Baghra B.O,757022
Darudihi B.O,757022
Saradiha B.O,757022
Baghra Road B.O,757003
Dadiala Natt BO,143507
Talwandi Lal Singh BO,143507
Akarpura BO,143511
Dargabad BO,143511
Hakimpur BO,143511
Sarwali BO,143511
Qila Lal Singh BO,143511
Fazlabad BO,143511
Dharamkot Randhawa BO,143604
Singhpura BO,143604
Talwandi Rama BO,143604
Raimal BO,143605
Damodar Pur B.O,757003
Dughdha B.O,757041
Jualia B.O,757041
Patpur B.O,757041
Basilapir B.O,757047
Jhipabandh B.O,757047
Soroda Jashipur B.O,757054
Kulgi B.O,757046
Moronda B.O,757046
Soso B.O,757046
Banakati B.O,757048
Raihari B.O,757048
Baneikala B.O,757033
Bautibeda B.O,757033
N.B.Pokharia B.O,757033
Sunajodia B.O,757033
Hatia B.O,757042
Mahadevdihi B.O,757042
Aharbandh B.O,757050
Kusumi B.O,757050
Purunaghati B.O,757050
Shyamsundar B.O,757050
Jarkani B.O,757045
Pasana B.O,757045
Tendra B.O,757045
Baunsnali B.O,757034
Chheligudhudi B.O,757034
Indupur B.O,757037
Kendumundi B.O,757037
Kuliposi B.O,757037
Kushpada B.O,757037
Patbil B.O,757037
Bakla B.O,757091
Matiagarh B.O,757091
Ningombam B.O,795003
Heingang B.O,795002
Konthakhabam B.O,795002
Tendongyang B.O,795002
Pfukhro B.O,795150
Phunanamei B.O,795150
Pudunamei B.O,795150
Phuba B.O,795105
Purul B.O,795105
Sempalli B.O,632604
Leimatak B.O,795124
Mayuran B.O,795124
Irong Umang Khunou B.O,795132
Santhel B.O,795132
Bhalau Tal B.O,331304
Bhanin B.O,331304
Jigsana Tal B.O,331304
Jothran B.O,331304
Nethwa B.O,331304
Punras B.O,331304
Thattarapatti BO,624710
Vallipatti BO,624710
Kuzhipatti BO,624202
Devarappanpatti BO,624204
Nalupulikottai BO,624619
Murunellikottai BO,624710
Pudurchettiapatti BO,624710
Anjukulipatti BO,624308
Sakkiliankodai BO,624308
Thimmanallur BO,624308
Kullalagundu BO,624201
GThummalapatti BO,624202
Nuthalapuram BO,624202
Reddiapatti BO,624202
Venkatasrikottai BO,624202
Kilanavayal BO,624103
Kumbur BO,624103
Pazhamputhur BO,624103
Athikombai BO,624619
Kalanjipatti BO,624619
Old Oddanchatram BO,624619
Vadagadu BO,624619
Kavalapatti BO,624621
Palakkanuthu BO,624619
SRGPudur BO,624619
Nagar BO,144410
Pandori Nijjran BO,144102
Salala BO,144102
Kangathel B.O,795133
Khoirentak B.O,795133
Kwakta B.O,795133
Nabil (P) B.O,795133
Nungthangtampak B.O,795133
Thanga Karang B.O,795133
Thumkhonglok B.O,795133
Isok B.O,795134
Keinou B.O,795134
Modikuppam B.O,632601
Pakkamvenkatapuram B.O,632601
Kilalathur B.O,635803
Valayalkarapatti B.O,635804
Rajakkal B.O,635805
Rajakuppam B.O,635806
Kandaneri B.O,635809
Odiyathur B.O,635809
Tippasamudram B.O,635809
Aravatla B.O,635810
Gangapuram B.O,635802
Attiyanur B.O,635703
Gunikanthur B.O,635703
Melsikia B.O,762110
Sautikia B.O,762110
Palsa B.O,431712
Walki B.O,431712
Koklegaon B.O,431741
Wazar B.O,431741
Kamari B.O,431802
Pawana B.O,431802
Sarsam B.O,431802
Gondemahagaon B.O,431803
Kancholi B.O,431803
Kosmet B.O,431803
Kupti B.O,431803
Talhari B.O,431803
Wartala B.O,431716
Bori BK B.O,431714
Ghodaj B.O,431714
Pethwadaj B.O,431714
Phulwal B.O,431714
Gojegaon B.O,431718
Halli B.O,431718
Khatakhatia B.O,762030
Rundimahal B.O,762030
Devgarh B.O,762024
Brahmanpalli B.O,762014
Khamariapada B.O,762014
Khuntabandha B.O,762014
Chinchkheda B.O,431121
Dongaon B.O,431121
Rohilagad B.O,431121
Dongaon,431215
Sindrigaon B.O,762103
Tillory B.O,762103
Minjapanka B.O,762021
Salimagochha B.O,762021
Saramuli B.O,762021
Borkhedi Panedi B.O,458441
Chitakheda B.O,458441
Beerothi B.O,313906
Bhansol Garwara B.O,313204
Ikran B.O,321001
Khemra B.O.,321001
Baben B.O,321026
Bhandore B.O,321026
Borai B.O,321026
Dehra B.O,321026
Dehra B.O,321028
Dharsoni B.O,321028
Chichana B.O,321001
Forest Lodge B.O,321001
Aghapur B.O,321001
Tuhiya B.O,321001
PUNJABI NAGLA,321001
Gaomdi B.O,321021
Phulwara B.O,321021
Kasoda B.O,321026
Murwara B.O,321026
Barkheda B.O,321028
Paraswara B.O,321028
Malah B.O,321001
Behnera B.O,321001
Sogar B.O,321001
Ghusiyari B.O,321001
Sunari B.O,321001
Pipla B.O,321021
Lakhanpur B.O,321028
Bargha B.O,321301
Bhainsa B.O,321301
Kurka B.O,321301
Bilothi B.O,321025
Dhormui B.O,321025
Moroli Kalan B.O,321025
Dhanota B.O,321303
Kumha B.O,321303
Ludhawai B.O,321303
Andhiyari B.O,321302
Bachhamdi B.O,321302
Ekta B.O,321302
Nigoi B.O,321203
Bachhren B.O,321407
Pingora B.O,321028
Bansi B.O,321301
Ajan B.O,321025
Santruk B.O,321025
Helak B.O,321303
Mudota B.O,321303
Uncha Gaom B.O,321303
Mudhera B.O,321302
Nekpur B.O,321302
Chulhera B.O,321203
Khoh B.O,321203
Baroli Chuth B.O,321203
Nehra Chauth B.O,321203
Khohri B.O,321203
Shiswara B.O,321206
Barauli Chhar B.O,321614
Baroli Ran B.O,321614
Ghatri B.O,321409
Hathodi B.O,321409
Jahaj B.O,321409
Majajpur B.O,321409
Nithar B.O,321409
M.V.Peeth Bhusawar B.O,321406
Damana B.O,313702
Dewas B.O,313702
Ghasa B.O,313201
Nahar Magra B.O,313201
Rakhyawal B.O,313201
Salera Kalan B.O,313201
Veerdholia B.O,313201
Karadia Maharaj B.O,458441
Bisalwasa Kalan B.O,458441
Sawan B.O,458441
Chhayan B.O,458441
Bawal Nai B.O,458330
Saroda B.O,458330
Bedar B.O,321633
Bharkol B.O,321633
Bamanwas Kankar B.O,301024
Bilali B.O,301024
Chatarpura B.O,301024
Vijayapura B.O,301024
Mubarikpur B.O,301025
Pata B.O,301025
Raghunathgarh B.O,301025
Jhiri B.O,301027
Dhobachakurai B.O,756029
Mandrukula B.O,756029
Pandurangi B.O,756029
Mankidia B.O,756033
Olmara B.O,756033
Nimpada B.O,756080
Paiksida B.O,756086
Baliapati B.O,756081
Udayganjapatna B.O,756039
Baunsadiha B.O,756035
Dubsahi B.O,756035
Kachuadi B.O,756035
Khairda B.O,756035
Kotisahi B.O,756035
Demuria B.O,756034
Masanbaria B.O,756034
Badakuruda B.O,756024
Bolang B.O,756024
Baliapal Narayanpur B.O,756083
Chandamani B.O,756083
Karanja B.O,756083
Baliapal Katisahi B.O,756023
Belli B.O,756023
Ghantua B.O,756023
Khalamuhani B.O,756023
Nepura B.O,756023
Barlai B.O,458116
Danta B.O,458116
Malunja B.O,431109
Singhi B.O,431109
Ganori B.O,431008
Amba (Upla) B.O,431103
Chapaner B.O,431103
Jehur B.O,431103
Mundwadi B.O,431103
Wadali B.O,431103
Takali Raje Rai B.O,431101
YESGAON B.O,431152
Gawali Shivra B.O,423702
Jalgaon B.O,423702
Sawaladbara B.O,431118
Dhavda B.O,431132
Badod Pan B.O,431112
Halda B.O,431112
Kelgaon B.O,431112
Liha Khedi B.O,431112
Golegaon B.O,431112
Kerhala B.O,431135
Palshi B.O,431135
Kaigaon B.O,431135
Mehaboobkheda B.O,423702
Rahegaon B.O,423702
Ranjagaon Pol B.O,423702
Ektuni B.O,431121
Gevarai BK B.O,431121
Brahmaniposi B.O,757035
Budhigambharia B.O,757035
Raiya BO,151104
Sailbrah BO,151104
Ucha BO,144102
Kishangarh BO,144301
Naugajja BO,144301
Sikandarpur BO,144301
Mand BO,144021
Rajpur BO,144201
Sanaura BO,144201
Dhogri BO,144025
Hazara BO,144025
Jaitewali BO,144025
Balkhandi BO,152028
Jhanda Bagga Purana BO,152028
Jhatre BO,152028
Talwandi Jallekhan BO,152028
Sukhewala BO,152028
Ratta Khera BO,152033
Panjawan Mandal BO,152132
Panniwala Mohala BO,152132
Shergarh BO,152132
Usman Khera BO,152132
Dharangwala BO,152122
Ghallu BO,152122
Jhummianwali BO,152122
Kohrianwali BO,152122
Talodhi Mokasa B.O,442603
Vishnupur B.O,442603
Wagholi B.O,442603
Ramala B.O,442603
Kalamgaon B.O,442603
Bakhardi B.O,442908
Bhari B.O,442908
Bhoygaon B.O,442908
Jiwati B.O,442908
Khirdi B.O,442908
Patan B.O,442908
Gingaliya B.O,341520
Ladoli B.O,341520
Mamroli B.O,341520
Jakhali B.O,341502
Barnel B.O,341504
Ramsia B.O,341504
Raidhanu B.O,341021
Burdi B.O,341022
Chhapara B.O,341022
Jhareli B.O,341022
Kameria B.O,341022
Dobarikallan B.O,341504
Itawalakha B.O,341504
Jaswantpura B.O,341504
Khuntapada B.O,757035
Nuagaon B.O,757035
Haldia B.O,757039
Jhadghosada B.O,757039
Kumbhirda B.O,757039
Pandarsil B.O,757039
Talgaon B.O,757039
Baria B.O,757036
Banakati B.O,757019
Bhandagaon B.O,757019
Tikarpada B.O,757019
Gouduniduba B.O,757084
Marudihi B.O,757084
Dantiamuhan B.O,757029
Dhanpur B.O,757029
Dumurdiha B.O,757105
Gendapokhari B.O,757030
Jagannathkhunta B.O,757030
Kathsirsi B.O,757030
Koilisuta B.O,757030
Khadgaon B.O,431121
Thergaon B.O,431121
Karisalkulam B.O,627719
Umaithalaivanpatti B.O,627719
Vellakulam B.O,627719
Gudalur B.O,627760
Sambakulam B.O,628552
Pandapuli B.O,627753
Paruvakkudi B.O,627753
Kalappakulam B.O,627754
Perungottur B.O,627754
Sathirakondan B.O,627754
Danglat B.O,792001
Gandhigram B.O,792055
Two Hut B.O,792055
Deed B.O,791120
Godak B.O,791120
Siiro B.O,791120
Adipassi B.O,791103
Singchung B.O,790116
Gelling B.O,791105
Lathao B.O,792103
Nari B.O,791102
Bomjir B.O,792110
Hunli B.O,792110
Iduli B.O,792110
Koronu B.O,792110
Chandraipara B.O,799289
Harincherra B.O,799289
Kanchanpur Colony B.O,799289
Karnamunipara B.O,799289
Sikaribari B.O,799289
Hiracherra B.O,799281
Irani B.O,799281
Dawarwadi B.O,431107
Harshi B.O,431107
Nander B.O,431107
Rahatgaon B.O,431107
Narayangaon B.O,431148
Wahegaon B.O,431148
Nalegaon B.O,423703
Palkheda B.O,423703
Parsoda Sk B.O,423703
Savandgaon B.O,423703
BODKHA B.O,431152
Nandra B.O,431111
Pimparkheda B.O,431104
Khamgaon B.O,431151
Aland B.O,431134
Marsawali B.O,431134
Takli Kolta B.O,431134
Waladgaon B.O,431136
Bokud Jalgaon B.O,431105
Dhkephal B.O,431105
Lohgaon B.O,431105
Shekta B.O,431154
Chittepimpalgaon B.O,431007
Khodegaon B.O,431007
Pimpri Raja B.O,431007
Nagapur B.O,431147
Nevpur B.O,431147
Wakod B.O,431147
Garaj B.O,431115
Devlana B.O,431102
Galle Borgaon B.O,431102
Sidhanath Wadgaon B.O,423702
Sillegaon B.O,423702
Nuagaon B.O,757030
Parulia B.O,757030
Pathuri B.O,757030
Patihinja B.O,757030
Pathurikata B.O,757085
Srinathpur B.O,757085
Taradasole B.O,757085
Budhikhamari B.O,757092
Hinjili B.O,757092
Jaldiha B.O,757092
Kanchhinda B.O,757092
Ghoga BO,143507
Gujjarpura BO,143507
Kastiwal BO,143507
Marar BO,143507
Sarupwali BO,143507
Balpurian BO,143507
Hardo Jhande BO,143507
Gagowali BO,143511
Dharamkot Bagga BO,143511
Haruwal e BO,143604
Udhowali Khurd BO,143604
Dharowali BO,143605
Kundulia B.O,757092
Sanfutuka B.O,757107
Sankhabhanga B.O,757107
Mirigidari B.O,757017
Jhinkiria B.O,757020
Khuntapal B.O,757020
Manida B.O,757020
N. Chhotraipur B.O,757020
Podadiha B.O,757077
Potaldiha B.O,757077
Sarbanghati B.O,757077
Orachandbilla B.O,757103
Pudiyal Mohada B.O,442908
Mahalgaon Kalu B.O,442903
Malewada B.O,442903
Mangalgaon B.O,442903
Masal B.O,442903
Chikhli B.O,441207
Gewardha B.O,441207
Jambhulghat B.O,442903
Metepar B.O,442903
Navtala B.O,442903
Shiora B.O,442903
Talodhi Naik B.O,442903
Ambenri B.O,442903
Dampur B.O,442705
Wangepalli B.O,442705
Vatra B.O,442705
Estapur B.O,442705
Donaj B.O,413319
Nandur B.O,413319
Salgar BK B.O,413319
Talsangi B.O,413319
Aran B.O,413301
Sarole B.O,413402
Dhamangaon B.O,413402
Sasure B.O,413402
Karjal B.O,413228
Shingadgaon B.O,413228
Badole BK B.O,413218
Bhurikavathe B.O,413218
Maharajpalli B.O,764087
Motu B.O,764087
Tandabai B.O,764087
Bhubanpalli B.O,764087
Kharwandi B.O,414602
Pasuda B.O,757102
Sainkula B.O,757102
Yesgaon B.O,423702
Bhivgaon B.O,423703
PADALI B.O,431152
Pal B.O,431111
Wanegaon B.O,431111
Waregaon B.O,431111
Adgaon B.O,431104
Basadi B.O,431104
Hasta B.O,431104
Nimbhora B.O,431104
Nimgaon B.O,431704
Pardi Makta B.O,431704
Warwant B.O,431746
Kalambar B.O,431746
Deoshi B.O,431801
Deothana B.O,431801
Dhanora B.O,431801
Matul B.O,431801
Sonari B.O,431801
Karla Kalam B.O,431710
Kasrali B.O,431710
Laghul B.O,431710
Dhanora B.O,431810
Jaldhara B.O,431810
Kopra B.O,431810
Dhanegaon B.O,431603
Tuppa B.O,431603
Motarga B.O,431717
Chincholi B.O,431809
Dugaon B.O,431809
Khandgaon B.O,431722
Kolambi B.O,431722
Sanchergaon B.O,766016
Kegaon B.O,766016
Baner B.O,766018
Mangalpur B.O,766018
Atigaon B.O,766014
Bhainriguda B.O,766014
Chilguda B.O,766014
Kaliakundal B.O,766014
Rajpur B.O,766014
Talmala B.O,766014
Dasigaon B.O,766013
Mandal B.O,766013
Hatikhoj B.O,766012
Kantisir B.O,766012
Pipalpadar B.O,766012
Ronga Agal B.O,794110
Rongchek Akhong B.O,794110
Rongsakgiri B.O,794111
Sakhadamgiri B.O,794111
Palaskheda B.O,424206
Adgaon B.O,425107
Dhanirampur B.O,799131
Jampuijala Colony B.O,799011
Kanakraipara B.O,799011
Bampur B.O,799101
Khaira B.O,766111
Litisargi B.O,766111
Babebir B.O,766118
Bargaon B.O,766118
Kirkita B.O,766118
Makhapadar B.O,766118
Ranimunda B.O,766118
Chellagong B.O,799101
Dakshin taidu B.O,799101
Pharsara B.O,766111
Gondabahali B.O,766118
Jayabahal B.O,766118
Jagdalpur B.O,765020
Jarapa B.O,765020
Kumudabali B.O,765020
Kutraguda B.O,765020
Akhusingi B.O,765025
Sesawm B.O,796701
Hardoi BO,206253
Kathua BO,206253
Kharduli BO,206253
Birondhi BO,206242
Garhwana BO,206242
Zawlpui B.O,796701
Hnahva B.O,796431
Tuipuibari II B.O,796431
Ailawng B.O,796501
Fungkah B.O,796901
Lungbun B.O,796901
Lungpher 'S' B.O,796901
Tuipuiferry B.O,796901
Vawmbuk B.O,796901
Tuipang B.O,796901
Mampui B.O,796891
Bualte B.O,796701
Buarpui B.O,796701
Chandmary B.O,796701
Thingfal B.O,796701
Thualthu B.O,796701
Vaisam B.O,796701
Vanhne B.O,796701
Zobawk B.O,796701
Kawnpui 'W' B.O,796701
Phairuangkai B.O,796701
Kawrtethawveng B.O,796441
N.Sabual B.O,796441
Rengdil B.O,796470
Lallen B.O,796431
Marpara B.O,796431
Latiapur B.O,799281
Chawmanu B.O,799273
Chhitoda B.O,453551
Guran B.O,453551
Kankaria pal B.O,453551
Sarli B.O,791118
Balek B.O,791102
Bilat B.O,791102
Renging B.O,791103
Chyangtajo B.O,790102
Khenewa B.O,790102
GTC B.O,791103
Ledum B.O,791102
Oyan B.O,791102
Maova B.O,797106
Arurpatti B.O,636502
Pavalathanur B.O,636502
Amaragundi B.O,636503
Maramangalam B.O,636503
Periyeripatti B.O,636503
Sanarapatti B.O,636457
Kalparapatty B.O,637504
Kandarkulamanickam B.O,637504
Rakkipatti B.O,637504
Vallipurathanpalayam BO,638112
Peria Semur BO,638004
ASembulichampalayam BO,638502
Guthialathur BO,638503
Gundry BO,638503
Kaliappampalayam BO,638110
Sokkumaripalayam BO,638110
Polavakalipalayam BO,638476
Perumugaipudur BO,638505
Ratoli B.O,431722
Sugaon B.O,431722
Shaniwarpeth B.O,431811
Baradshewala B.O,431712
Bairatpur B.O,757101
Dihirakul B.O,757101
Bachhuripal B.O,757016
Debsole B.O,757016
Bajratundi B.O,757024
Palasbani B.O,757051
Pokharia B.O,757051
Ratila B.O,757051
Silfodi B.O,757051
Kalamgodia B.O,757079
Labanyadeipur B.O,757079
Nedam B.O,757079
Sankachimbila B.O,757031
Kisandahi B.O,757049
Dhatika B.O,757022
Mahabila B.O,757022
Pokharia B.O,757022
Saluadahar B.O,757022
Ufalgadia B.O,757022
Riali BO,143507
Athwal BO,143511
Bhangowani BO,143511
Dalam BO,143511
Wadala Banger BO,143511
Bhuller BO,143511
Khushalpur BO,143604
Pakiwan BO,143604
Shahpur Goraya BO,143604
Kainsari B.O,757041
Khaladi B.O,757041
Kathbharia B.O,757047
Talakpokhari B.O,757047
Asana B.O,757054
Badkedam B.O,757054
Bhitaramda B.O,757054
Dolsara B.O,757054
Binjhua B.O,757046
Tamalbandh B.O,757046
Goudadiha B.O,757003
Raikad Jharan B.O,757003
Sripad Ganja B.O,757003
Ambadiha B.O,757041
Badsingaria B.O,757041
Bahubandh B.O,757041
Salmundali B.O,757041
Dundu B.O,757046
Gambharia B.O,757046
Indukhali B.O,757046
Ambadiha B.O,757048
Badamtalia B.O,757048
Damudigoda B.O,757048
Majhigaon B.O,757033
Manada B.O,757033
Sudarsanpur B.O,757042
Sundhal B.O,757042
Talgaon B.O,757045
Tarana B.O,757045
Chakidi B.O,757034
Dhalabani B.O,757034
Durdura B.O,757034
Gudugudia B.O,757034
Jamukeswar B.O,757034
Bhadubeda B.O,757037
Bhanra B.O,757037
Chitraposi B.O,757037
Ghagarda B.O,757037
Rasamtala B.O,757037
Angarpada B.O,757035
Baidyanath B.O,757035
Raikala B.O,757035
Khiching B.O,757039
Nuabeda B.O,757039
Dari B.O,757036
Dudhiani B.O,757036
Chinchgavan B.O,431712
Choramba B.O,431712
Loni B.O,431741
Manur B.O,431741
Jawalgaon B.O,431802
Khadki B.O,431802
Mangrul B.O,431802
Pota BK B.O,431802
Siranjani B.O,431802
Virsani B.O,431802
Kolhari B.O,431803
Paroti B.O,431803
Shivani B.O,431803
Nandgaon B.O,431803
Dapka Raja B.O,431716
Kamjalga B.O,431716
P. Sawargaon B.O,431716
Golegaon B.O,431714
Gonar B.O,431714
Hadoli J B.O,431714
Panbhoshi B.O,431714
Pangara B.O,431714
Umraj B.O,431714
Kawalgaon B.O,431718
Malegaon Makta B.O,431718
Markhel B.O,431718
Babra B.O,431151
Lonwadi B.O,431151
Nidhona B.O,431151
Daulatabad B.O,431002
Gevarai B.O,431002
Maliwada B.O,431002
Takali Kadim B.O,431002
Borgaon Arj B.O,431134
Pir Bawada B.O,431134
Talegaon B.O,431807
Kovilur B.O,635703
Kuttakarai B.O,635703
Melsilambadi B.O,635703
Palamarathur B.O,635703
Heinoumakhong B.O,795010
Andigoundanur B.O,642154
Pukkulam B.O,642154
Thumbalapatti B.O,642154
Vedapatti B.O,642203
Rudrapalayam B.O,642204
Leiting B.O,795145
Lungphu B.O,795145
Dasanaicken Palayam B.O,642202
Mohavanur B.O,642202
Palarpathy B.O,642109
Singarampalayam B.O,642109
Alagirichettipalayam B.O,642110
Achipatti B.O,642002
Kurumbapalayam B.O,642002
Palanigoundenpudur B.O,642002
Puliampatti B.O,642002
Nallamudi B.O,642117
Vadugapalayam B.O,642001
Baburdi Ghumat B.O,414006
Hivare Zare B.O,414006
Khandala B.O,414006
Vadgaon Tandali B.O,414006
Dhamori B.O,413704
Katrad B.O,413704
Talarai B.O,764047
Badaolama B.O,764075
Belanga B.O,764075
Kutubai B.O,764075
Bhamuni B.O,764061
Kukudisemla B.O,764061
Khandgaon Lohsar B.O,414106
Majle Chincholi B.O,414106
Mandve B.O,414106
Nivdunga B.O,414106
Shirapur B.O,414106
Khadamba B.O,413704
Tusuba B.O,764081
Phampuni B.O,764002
Rondapalli B.O,764002
Taraput B.O,764002
Phupugam B.O,764076
Balel B.O,764041
Sade B.O,413704
Rui Chhatrapati B.O,413703
Sarolasomvanshi B.O,413703
Suregaon B.O,413703
Bazidpur BO,152004
Patel Nagar BO,152004
Saidanwala BO,152004
Sayianwala BO,152004
Chuchak Wind BO,142047
Wakilanwali BO,142047
Sardarpura BO,152118
Chinna Negamam B.O,642120
Devenampalayam B.O,642120
Kakkadavoo B.O,642120
Kappalankarai B.O,642120
Thondamuthur B.O,642123
Murugali Bazaar B.O,642125
Sheikalmudi B.O,642125
Akilandapuram B.O,642004
Karuppampalayam B.O,642004
Korangumudi B.O,642127
Hatibari B.O,757036
Rugudi B.O,757036
Salarapada B.O,757036
Ambapunja B.O,757030
Dhangudisole B.O,757081
Dudhiasole B.O,757081
Khairbani B.O,757081
Patharchakuli B.O,757107
Chandanpur B.O,757017
Deopara B.O,757017
Kuradiha B.O,757017
Badampur B.O,757020
Baincha Nuagaon B.O,757020
Baladia B.O,757020
Barkand B.O,757020
Bhaduasole B.O,757073
Khuruntia B.O,757073
Mahulia B.O,757073
Tukpalasia B.O,757073
Badkhaman B.O,757077
Gobra B.O,757016
Padmapokhari B.O,757106
Sundhal B.O,757106
Kadualbandh B.O,757024
Bazidpur Bhooma BO,152118
Kular BO,152118
Rajpura BO,152118
Tibbi Khurd BO,152023
Chak Badhoke BO,152033
Bhangar Khera BO,152132
Dalmir Khera BO,152132
Kot Karor Kalan BO,142060
Loham BO,142060
Faridewala BO,152005
Lohgarh Thakran BO,152005
Sandhe Hasham BO,152005
Dhanna Shahid BO,142050
Haraj BO,142050
Kassoana BO,142050
Lalle BO,142050
Pheroke BO,142047
Santuwala BO,142047
Shahwala BO,142047
Raipura BO,152118
Sherewala BO,152118
Bainka BO,143303
Maluwal BO,143301
Dhundhai Wala BO,143408
Gharka Buwala BO,143408
Ruriwala BO,143408
Banwalipur BO,143411
Kot MohdKhan BO,143411
Behal BO,143407
Khawaspur BO,143407
Jhandher M Purkhan BO,143422
Jaunke BO,143412
Bhagwanpura BO,143304
Makhi Kalan BO,143304
Manakpura BO,143304
Galalipur BO,143415
Sakhira BO,143415
Sheikh BO,143415
Bath BO,143406
Banian BO,143117
Basarke BO,143305
Narli BO,143305
Rajoke BO,143305
Dhulgaon B.O,423401
Somthandesh B.O,423401
Talwade B.O,423101
Vikharni B.O,423401
Tingri B.O,423205
Bhandal Bet BO,144804
Butala BO,144804
Dhaliwal Bet BO,144804
Kapur Pind BO,144025
Khambra BO,144026
Lohar Partapura BO,144026
Malko Tarar BO,144026
Phoolpur Dhanal BO,144026
Talhan BO,144101
Kang Saboo BO,144630
Mundh BO,144630
Rasulpur Kalan BO,144630
Sainiwal BO,144630
Kahlwan BO,144805
Sarai Khas BO,144805
Khiwa BO,144623
Nijjran BO,144623
Rahimpur BO,144623
Talwandi Saleem BO,144623
Jandiala Cb BO,143149
Jethuwal BO,143502
Dhulka BO,143111
Lohgarh BO,143111
Arjan Manga BO,143114
Kerko Baiganbaria B.O,757024
Paikabasa B.O,757024
Talanda B.O,757024
Saradiha B.O,757079
Bagjhumpa B.O,757031
Gandipani B.O,757031
Chhadkata B.O,757049
Haldibani B.O,757049
Jagannathpur B.O,757049
Kendua B.O,757049
Sindurgoura B.O,757049
Sirishbani B.O,757049
South Soorankudy B.O,629501
Georai Payga,431134
Balanagar B.O,431105
Dhorkingaon B.O,431105
Dhupkheda B.O,431105
Saurachachina B.O,761031
Pimpari B.O,413582
Gunj BK B.O,431211
Raja Takli B.O,431211
Hiswan B.O,431207
Jiradgaon B.O,431207
Shelud B.O,431132
Akola B.O,431208
Barapadar B.O,762030
Gabjore B.O,762030
Khaliapalli B.O,762030
Kelakata B.O,762024
Mathura B.O,762024
Rambhikata B.O,762024
Butupalli B.O,762014
Charada B.O,762014
Marjakud B.O,762014
Mundapada B.O,762014
Khabe Rajputana BO,143114
Harsha Chhina BO,143101
Jagdev Kalan BO,143101
Thoba BO,143603
Uppal BO,143112
Nangli BO,143008
Naushehra Nangli BO,143008
Kot Khera BO,143116
Fatehgarh Shukarchack BO,143501
Makhanwindi BO,143501
Raghunathpur B.O,758014
Bauripada B.O,758013
Birakishorepur B.O,758013
Narasingapuram BO,624307
Sirunaickenpatti BO,624307
Jothampatti BO,624308
KAyyapatti BO,624308
Kanavoipatti BO,624308
Kanniapuram BO,624308
Kalladipatti BO,624201
Malayagondanpatti BO,624201
Pallapatti BO,624201
Kanavoipatti BO,624202
Kattakamanpatti BO,624202
Kumbaraiyur BO,624202
Yeluvanampatti BO,624202
Maruthanathiproject BO,624204
Nellur BO,624204
Kavunji BO,624103
Mannavanur BO,624103
Pambarpuram BO,624103
Kethaiyarumbu BO,624619
Kollapatti BO,624619
Kendal BK B.O,414105
Apdhup B.O,414301
Dhotre BK B.O,414304
Palaspur B.O,414304
Pokhari Kanher B.O,414304
Savargaon B.O,414304
Vankute B.O,414304
Vangdari B.O,413726
Khedle Permananda B.O,414105
Shani Shinganapur B.O,414105
Jategaon B.O,414301
Vaghunde KH B.O,414301
Elgur B.O,442703
Medpalli B.O,442703
Khemjai B.O,442914
Arsoda B.O,441208
Shioni BK B.O,441208
Wasala B.O,441208
Gundapalli B.O,442707
Kalinagar B.O,442707
Khudirampalli B.O,442707
Markhanda (K) B.O,442707
Adyal B.O,442707
Antargaon B.O,442917
Nanda B.O,442917
Kothari B.O,442701
Ghodpeth B.O,442902
Medad B.O,413107
Tarangphal B.O,413107
Dongargaon B.O,413305
Gunjegaon B.O,413305
Laxmi dahiwadi B.O,413305
Lendave Chinchali B.O,413305
Dharmapuri B.O,413109
Ekshiv B.O,413109
Parvatui B.O,796431
Rulpuihlim B.O,796501
S.Sabual B.O,796501
New Maubawk B.O,796901
Tongkolong B.O,796901
Biate B.O,796370
Leithum B.O,796320
Muallung B.O,796320
Nisura BO,322220
Rendayal Gurjar BO,322220
Bhaisa BO,321611
Bonl BO,321611
Gorda BO,321611
Khohra BO,321611
Manderu BO,321611
Jahira BO,322213
Kheda Malupada BO,322213
Rajaheda BO,322213
Tesgaon BO,322216
Bariya BO,322255
Bijalpur BO,322255
Kashipura BO,322255
Makanpur BO,322255
Nimoda R S BO,322202
Dahariya BO,322215
Jitkipur BO,322215
Raysana BO,322215
Chauragon BO,322203
Jirota BO,322203
Amargarh Dang BO,322218
Gothra BO,322218
Vapoti BO,322218
